MovieID,Title,YearOfRelease,Genre1,Genre2,Genre3,Actor1,Actor2,Actor3,Director1,Director2,Writer1,Writer2,Production Company,Country,Language,Duration
9682,Cuba,1979,Adventure, Romance, Thriller,Sean Connery, Brooke Adams, Jack Weston,Richard Lester,,Charles Wood,,Holmby Pictures,USA,"English, Spanish, French",122
9694,Melvin Goes to Dinner,2003,Comedy, Drama, Romance,Michael Blieden, Stephanie Courtney, Matt Price,Bob Odenkirk,,Michael Blieden, Michael Blieden,LeFoole Inc.,USA,English,83
9699,The Snow Walker,2003,Adventure, Drama,,Barry Pepper, Annabella Piugattuk, James Cromwell,Charles Martin Smith,,Charles Martin Smith, Farley Mowat,Infinity Media,Canada,"English, Inuktitut",103
9702,Tarzan,1999,Animation, Adventure, Family,Brian Blessed, Glenn Close, Minnie Driver,Chris Buck, Kevin Lima,Tab Murphy, Bob Tzudiker,Walt Disney Pictures,USA,English,88
9708,Second Skin,2000,Thriller,,,Natasha Henstridge, Angus Macfadyen, Liam Waite,Darrell Roodt,,John Lau,,Alliance Atlantis Communications,"Canada, South Africa, UK",English,95
9716,Therese and Isabelle,1968,Drama, Romance,,Essy Persson, Anna Gaël, Barbara Laage,Radley Metzger,,Violette Leduc, Jesse Vogel,Amsterdam Film,"Netherlands, France, West Germany, USA","French, English",118
9717,Airport,1970,Action, Drama, Thriller,Burt Lancaster, Dean Martin, Jean Seberg,George Seaton, Henry Hathaway,Arthur Hailey, George Seaton,Ross Hunter Productions,USA,"English, Italian",137
9725,Brother,2000,Crime, Drama, Thriller,Takeshi Kitano, Omar Epps, Claude Maki,Takeshi Kitano,,Takeshi Kitano,,Recorded Picture Company (RPC),"USA, UK, Japan","English, Japanese, Italian, Spanish",114
9744,Dust,2001,Drama, Romance, Western,Joseph Fiennes, David Wenham, Adrian Lester,Milcho Manchevski,,Milcho Manchevski,,Alta Films,"UK, Germany, Italy, Republic of North Macedonia","English, Macedonian, German, Turkish",127
9748,Agent Red,2000,Action, Drama, Thriller,Dolph Lundgren, Meilani Paul, Aleksandr Kuznetsov,Damian Lee, Jim Wynorski,Kevin Bernhardt, Damian Lee,Captured Productions Inc.,"Canada, USA",English,95
9755,Blood Dolls,1999,Comedy, Horror,,Kristopher Logan, Debra Mayer, William Paul Burns,Charles Band,,Charles Band, Charles Band,Full Moon Entertainment,USA,English,84
9756,Mr. Deeds,2002,Comedy, Romance,,Adam Sandler, Winona Ryder, John Turturro,Steven Brill,,Clarence Budington Kelland, Robert Riskin,Columbia Pictures,USA,English,96
9768,Basic,2003,Action, Crime, Drama,John Travolta, Connie Nielsen, Samuel L. Jackson,John McTiernan,,James Vanderbilt,,Phoenix Pictures,"Germany, USA",English,98
9771,Black,2005,Drama,,,Amitabh Bachchan, Rani Mukerji, Shernaz Patel,Sanjay Leela Bhansali,,Sanjay Leela Bhansali, Bhavani Iyer,Applause Bhansali Productions,India,"Hindi, English",122
9780,Josie and the Pussycats,2001,Comedy, Music,,Rachael Leigh Cook, Rosario Dawson, Tara Reid,Harry Elfont, Deborah Kaplan,Deborah Kaplan, Harry Elfont,Universal Pictures,"Canada, USA",English,98
9784,Men with Guns,1997,Action, Crime, Drama,Donal Logue, Gregory Sporleder, Callum Keith Rennie,Kari Skogland,,Lachy Hulme,,Norstar Entertainment,Canada,English,89
9793,Vaada,2005,Crime, Drama, Mystery,Arjun Rampal, Zayed Khan, Ameesha Patel,Satish Kaushik,,Rumi Jaffery,,Puja Films,India,Hindi,122
9798,A Civil Action,1998,Drama,,,John Travolta, Robert Duvall, Tony Shalhoub,Steven Zaillian,,Jonathan Harr, Steven Zaillian,Touchstone Pictures,USA,English,115
9801,Anna Karenina,1935,Drama, Romance,,Greta Garbo, Fredric March, Freddie Bartholomew,Clarence Brown,,Leo Tolstoy, Clemence Dane,Metro-Goldwyn-Mayer (MGM),USA,English,95
9806,Bucktown,1975,Action, Crime, Drama,Fred Williamson, Pam Grier, Thalmus Rasulala,Arthur Marks,,Bob Ellison,,Essaness Pictures,USA,English,94
9816,Baadshah,1999,Action, Comedy, Crime,Shah Rukh Khan, Twinkle Khanna, Amrish Puri,Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla,Shyam Goel, Neeraj Vora,Venus Records & Tapes,India,Hindi,175
9817,Juggernaut,1974,Action, Drama, Thriller,Richard Harris, Omar Sharif, David Hemmings,Richard Lester,,Richard Alan Simmons, Alan Plater,David V. Picker Productions,"UK, USA",English,109
9818,L.A. Confidential,1997,Crime, Drama, Mystery,Kevin Spacey, Russell Crowe, Guy Pearce,Curtis Hanson,,James Ellroy, Brian Helgeland,Regency Enterprises,USA,English,138
9837,Amar Akbar Anthony,1977,Action, Comedy, Drama,Vinod Khanna, Rishi Kapoor, Amitabh Bachchan,Manmohan Desai,,Smt. Jeevanprabha M. Desai, Kader Khan,Hirawat Jain and Company,India,Hindi,184
9839,The Tempest,1979,Drama, Fantasy,,Peter Bull, David Meyer, Neil Cunningham,Derek Jarman,,Derek Jarman, William Shakespeare,Boyd's Company,UK,English,95
9852,Indigo,2003,Drama,,,Charlie Bass, Rodney Blake, Dane Bowman,Stephen Deutsch,,James Twyman, Neale Donald Walsch,Emissary Productions,USA,English,89
9875,Innocence,2000,Drama,,,Julia Blake, Charles 'Bud' Tingwell, Kristine Van Pellicom,Paul Cox,,Paul Cox,,Strand/New Oz Productions,"Australia, Belgium","English, French",94
9902,Winchester '73,1950,Action, Drama, Western,James Stewart, Shelley Winters, Dan Duryea,Anthony Mann,,Robert L. Richards, Borden Chase,Universal International Pictures (UI),USA,English,92
9912,All Night Long,1981,Comedy, Drama, Romance,Gene Hackman, Barbra Streisand, Diane Ladd,Jean-Claude Tramont,,W.D. Richter,,Universal Pictures,USA,English,87
9921,Everyday People,2004,Drama,,,Nathan De'Shon Myers, Jordan Gelber, Bridget Barkan,Jim McKay,,Jim McKay,,Alphaville Films,USA,"English, Spanish",91
9928,The Barber,2002,Crime, Horror, Mystery,Malcolm McDowell, Jeremy Ratchford, Garwin Sanford,Micheal Bafaro,,Micheal Bafaro, Warren Low,Prophecy Entertainment,"Canada, UK",English,94
9938,Brother to Brother,2004,Drama,,,Anthony Mackie, Roger Robinson, Alex Burns,Rodney Evans,,Rodney Evans,,Miasma Films,USA,English,94
9950,Flashdance,1983,Drama, Music, Romance,Jennifer Beals, Michael Nouri, Lilia Skala,Adrian Lyne,,Thomas Hedley Jr., Joe Eszterhas,Paramount Pictures,USA,English,95
9952,The Naked Kiss,1964,Crime, Drama,,Karen Conrad, Marie Devereux, Betty Bronson,Samuel Fuller,,Samuel Fuller,,Allied Artists Pictures,USA,English,90
9956,Carman: The Champion,2001,Action, Drama, Sport,Carman, Michael Nouri, Patricia Manterola,Lee Stanley,,Carman, Lee Stanley,Code Productions,USA,English,82
9958,Monsieur Verdoux,1947,Comedy, Crime, Drama,Charles Chaplin, Mady Correll, Allison Roddan,Charles Chaplin,,Charles Chaplin, Orson Welles,Charles Chaplin Productions,USA,English,124
9977,Honkytonk Man,1982,Comedy, Drama, Music,Clint Eastwood, Kyle Eastwood, John McIntire,Clint Eastwood,,Clancy Carlile, Clancy Carlile,The Malpaso Company,USA,English,122
9979,The Hiding Place,1975,Biography, Drama, History,Julie Harris, Jeannette Clift, Arthur O'Connell,James F. Collier,,Corrie Ten Boom, John Sherrill,World Wide Pictures (WWP),USA,English,150
9985,Foxfire,1996,Drama,,,Hedy Burress, Angelina Jolie, Jenny Lewis,Annette Haywood-Carter,,Joyce Carol Oates, Elizabeth White,Chestnut Hill Productions,USA,English,102
9988,The Five Heartbeats,1991,Drama, Music,,Robert Townsend, Michael Wright, Leon,Robert Townsend,,Robert Townsend, Keenen Ivory Wayans,Twentieth Century Fox,USA,English,121
9989,Festival in Cannes,2001,Comedy,,,Anouk Aimée, Greta Scacchi, Maximilian Schell,Henry Jaglom,,Victoria Foyt, Henry Jaglom,Revere Entertainment,USA,English,100
9991,Waking Life,2001,Animation, Drama, Fantasy,Trevor Jack Brooks, Lorelei Linklater, Wiley Wiggins,Richard Linklater,,Richard Linklater,,Fox Searchlight Pictures,USA,English,99
9999,Breeders,1986,Horror, Sci-Fi,,Teresa Farley, Lance Lewman, Frances Raines,Tim Kincaid,,Tim Kincaid,,Beyond Infinity,USA,English,77
10008,Sharaabi,1984,Comedy, Drama, Romance,Amitabh Bachchan, Bharat Bhushan, Chandrashekhar,Prakash Mehra,,Kader Khan, Prakash Mehra,,India,Hindi,180
10010,Malevolence,2004,Crime, Horror, Mystery,R. Brandon Johnson, Samantha Dark, Heather Magee,Stevan Mena,,Stevan Mena,,Mena Films,USA,English,90
10019,Metropolis,2001,Animation, Adventure, Drama,Yuka Imoto, Kei Kobayashi, Kôki Okada,Rintaro,,Osamu Tezuka, Katsuhiro Ôtomo,Bandai Visual Company,Japan,"Japanese, French, German, Italian, Spanish, English, Russian",108
10034,Miss Julie,1999,Drama,,,Saffron Burrows, Peter Mullan, Maria Doyle Kennedy,Mike Figgis,,Helen Cooper, August Strindberg,Moonstone Entertainment,"USA, UK",English,103
10053,Oliver!,1968,Drama, Family, Musical,Ron Moody, Shani Wallis, Oliver Reed,Carol Reed,,Lionel Bart, Vernon Harris,Romulus Films,UK,English,153
10054,Everything Relative,1996,Drama,,,Monica Bell, Carol Schneider, Ellen McLaughlin,Sharon Pollack,,Sharon Pollack,,Big Sister Production,USA,English,110
10091,Tokyo Eyes,1998,Comedy, Thriller,,Shinji Takeda, Hinano Yoshikawa, Kaori Mizushima,Jean-Pierre Limosin,,Jean-Pierre Limosin, Santiago Amigorena,Euro Space,"Japan, France","Japanese, French",97
10098,Love in the Time of Money,2002,Comedy, Drama, Romance,Vera Farmiga, Domenick Lombardozzi, Jill Hennessy,Peter Mattei,,Peter Mattei,,Blow Up Pictures,USA,English,90
10101,Above the Rim,1994,Crime, Drama, Sport,Duane Martin, Leon, Tupac Shakur,Jeff Pollack,,Jeff Pollack, Benny Medina,New Line Cinema,USA,English,96
10108,New Rose Hotel,1998,Drama, Mystery, Sci-Fi,Christopher Walken, Willem Dafoe, Asia Argento,Abel Ferrara,,William Gibson, Abel Ferrara,Edward R. Pressman Film,USA,"English, German, Japanese",93
10129,Paper Soldiers,2002,Action, Comedy, Crime,Kevin Hart, Beanie Sigel, Memphis Bleek,David Daniel, Damon Dash,Brian Ash, Terrence Mosley,Roc-a-fella Films,USA,English,88
10138,Lift,2001,Crime, Drama,,Kerry Washington, Lonette McKee, Eugene Byrd,DeMane Davis, Khari Streeter,DeMane Davis, DeMane Davis,BET Pictures,USA,English,85
10147,Taxi Driver,1954,Musical, Romance,,Dev Anand, Kalpana Kartik, Sheila Ramani,Chetan Anand,,Chetan Anand, Uma Anand,Navketan International Films,India,Hindi,133
10149,Pups,1999,Action, Crime, Drama,Mischa Barton, Cameron Van Hoy, Burt Reynolds,Ash Baron-Cohen,,Ash Baron-Cohen,,Allied Entertainment Group Inc.,USA,English,99
10160,Running Brave,1983,Biography, Drama, Sport,Robby Benson, Pat Hingle, Claudia Cron,Donald Shebib,,Henry Bean, Shirl Hendryx,Englander Productions,Canada,English,106
10162,Papillon,1973,Biography, Crime, Drama,Steve McQueen, Dustin Hoffman, Victor Jory,Franklin J. Schaffner,,Dalton Trumbo, Lorenzo Semple Jr.,Les Films Corona,"France, USA","English, Spanish",151
10163,Indian,2001,Action, Crime, Drama,Sunny Deol, Shilpa Shetty Kundra, Raj Babbar,N. Maharajan,,Sanjay Masoomm,,Sunny Sounds,India,Hindi,178
10165,Supernova,2000,Horror, Sci-Fi, Thriller,James Spader, Angela Bassett, Robert Forster,Walter Hill,,William Malone, Daniel Chuba,Hammerhead Productions,"USA, Switzerland",English,90
10170,American Pie 2,2001,Comedy,,,Jason Biggs, Shannon Elizabeth, Alyson Hannigan,J.B. Rogers,,Adam Herz, David H. Steinberg,LivePlanet,USA,English,108
10173,Eulogy,2004,Comedy, Drama,,Zooey Deschanel, Micole Mercurio, Lucy Boyle,Michael Clancy,,Michael Clancy,,Eulogy Productions LLC,"UK, Germany, USA",English,91
10189,Mambo Italiano,2003,Comedy, Drama, Romance,Luke Kirby, Ginette Reno, Paul Sorvino,Émile Gaudreault,,Steve Galluccio, Steve Galluccio,Cinémaginaire Inc.,Canada,"English, Italian, French",88
10203,Carrington,1995,Biography, Drama, Romance,Emma Thompson, Jonathan Pryce, Steven Waddington,Christopher Hampton,,Christopher Hampton, Michael Holroyd,PolyGram Filmed Entertainment,"UK, France",English,121
10232,Guncrazy,1992,Crime, Drama, Romance,Drew Barrymore, Robert Greenberg, Rodney Harvey,Tamra Davis,,Matthew Bright,,Zeta Entertainment,USA,English,97
10276,Rashomon,1950,Crime, Drama, Mystery,Toshirô Mifune, Machiko Kyô, Masayuki Mori,Akira Kurosawa,,Ryûnosuke Akutagawa, Akira Kurosawa,Daiei,Japan,Japanese,88
10282,Godzilla,1998,Action, Sci-Fi, Thriller,Matthew Broderick, Jean Reno, Maria Pitillo,Roland Emmerich,,Dean Devlin, Roland Emmerich,Centropolis Film Productions,"USA, Japan","English, French, Japanese, Russian, Spanish",139
10299,L'Atalante,1934,Comedy, Drama, Romance,Dita Parlo, Jean Dasté, Gilles Margaritis,Jean Vigo,,Jean Guinée, Albert Riéra,Argui-Film,France,"French, Russian",89
10304,Zardoz,1974,Adventure, Fantasy, Sci-Fi,Sean Connery, Charlotte Rampling, Sara Kestelman,John Boorman,,John Boorman,,John Boorman Productions,"UK, USA, Ireland","English, Italian, Swedish, Latin, German, French, Irish",105
10305,Chelsea Walls,2001,Drama,,,Bianca Hunter, Kevin Corrigan, Rosario Dawson,Ethan Hawke,,Nicole Burdette, Nicole Burdette,Chelsea Walls Inc.,USA,English,109
10309,Turn It Up,2000,Crime, Drama, Action,Pras Michel, Ja Rule, Jason Statham,Robert Adetuyi,,Ray 'Cory' Daniels, Chris Hudson,MadGuy Films,USA,English,86
10341,Ponette,1996,Drama,,,Victoire Thivisol, Delphine Schiltz, Matiaz Bureau Caton,Jacques Doillon,,Jacques Doillon, Brune Compagnon,Les Films Alain Sarde,France,French,97
10345,Cat Ballou,1965,Comedy, Romance, Western,Lee Marvin, Jane Fonda, Michael Callan,Elliot Silverstein,,Walter Newman, Frank Pierson,Columbia Pictures,USA,English,97
10351,The Defender,2004,Action,,,Dolph Lundgren, Jerry Springer, Shakara Ledard,Dolph Lundgren,,Douglas W. Miller,,Bauer Martinez Studios,"USA, UK, Germany, Romania",English,90
10358,Ocean's Twelve,2004,Crime, Thriller,,Brad Pitt, Catherine Zeta-Jones, George Clooney,Steven Soderbergh,,George Nolfi, George Clayton Johnson,Warner Bros.,USA,"English, Dutch, French, Italian, Mandarin",125
10377,Jack O'Lantern,2004,Horror,,,Dave R. Watkins, Kevin L. Powers, Tracy Yarkoni,Ron McLellen,,Ron McLellen,,Southlan Films,USA,English,94
10379,The Score,2001,Action, Crime, Drama,Robert De Niro, Edward Norton, Marlon Brando,Frank Oz,,Daniel E. Taylor, Kario Salem,Paramount Pictures,"Germany, Canada, USA","English, French",124
10403,Amos & Andrew,1993,Comedy, Crime,,Samuel L. Jackson, Michael Lerner, Margaret Colin,E. Max Frye,,E. Max Frye,,Castle Rock Entertainment,USA,"English, Spanish",96
10413,Clockstoppers,2002,Action, Adventure, Comedy,Jesse Bradford, French Stewart, Paula Garcés,Jonathan Frakes,,Rob Hedden, Andy Hedden,Paramount Pictures,USA,English,94
10419,Gossip,2000,*,,,*,,,*,,*,,*,*,*,224
10424,Carlito's Way,1993,Crime, Drama, Thriller,Al Pacino, Sean Penn, Penelope Ann Miller,Brian De Palma,,Edwin Torres, David Koepp,Universal Pictures,USA,"English, Spanish",144
10429,Final Destination 2,2003,Horror, Thriller,,Ali Larter, A.J. Cook, Michael Landes,David R. Ellis,,J. Mackye Gruber, Eric Bress,New Line Cinema,"USA, Canada",English,90
10430,Wagons East,1994,Adventure, Comedy, Western,Joe Bays, Abraham Benrubi, Jill Boyd,Peter Markle,,Matthew Carlson, Jerry Abrahamson,Carolco Pictures,"USA, Mexico",English,107
10433,Stalag 17,1953,Comedy, Drama, War,William Holden, Don Taylor, Otto Preminger,Billy Wilder,,Billy Wilder, Edwin Blum,Paramount Pictures,USA,"English, German, Russian",120
10436,Road Trip,2000,Comedy,,,Breckin Meyer, Seann William Scott, Amy Smart,Todd Phillips,,Todd Phillips, Scot Armstrong,DreamWorks,USA,English,93
10448,Who's the Man?,1993,Comedy, Drama, Mystery,Ed Lover, Doctor Dré, Badja Djola,Ted Demme,,Doctor Dré, Ed Lover,De Passe Entertainment,USA,English,85
10458,Picnic,1955,Drama, Romance,,William Holden, Kim Novak, Betty Field,Joshua Logan,,Daniel Taradash, William Inge,Columbia Pictures,USA,English,115
10469,Malevolent,2002,Crime, Drama, Thriller,Lou Diamond Phillips, Edoardo Ballerini, Kari Wuhrer,John Terlesky,,Dennis Shryack, Peter Bellwood,Burg/Koules Productions,USA,English,95
10474,Khartoum,1966,Action, Adventure, Drama,Charlton Heston, Laurence Olivier, Richard Johnson,Basil Dearden, Eliot Elisofon,Robert Ardrey,,Julian Blaustein Productions Ltd.,UK,English,134
10480,The Private Eyes,1980,Comedy, Mystery,,Tim Conway, Don Knotts, Trisha Noble,Lang Elliott,,Tim Conway, John Myhers,TriStar Productions,USA,English,91
10481,Tail Lights Fade,1999,Comedy, Action, Drama,Jaimz Woolvett, Breckin Meyer, Jake Busey,Malcolm Ingram,,Matthew Gissing, Malcolm Ingram,Gold Load Productions,Canada,English,87
10496,Thakshak,1999,Crime, Drama, Action,Ajay Devgn, Tabu, Amrish Puri,Govind Nihalani,,Govind Nihalani, Govind Nihalani,Udbhav Productions,India,Hindi,163
10498,Surrender Dorothy,1998,Comedy, Drama, Romance,Peter Pryor, Kevin DiNovis, Jason Centeno,Kevin DiNovis,,Kevin DiNovis,,G. Rich Entertainment,USA,English,87
10511,Amazing Grace,1974,Comedy,,,Moms Mabley, Slappy White, Rosalind Cash,Stan Lathan,,Matt Robinson,,Amazing Grace,USA,English,99
10516,Strictly Sinatra,2001,Drama, Romance,,Ian Hart, Kelly Macdonald, Brian Cox,Peter Capaldi,,Peter Capaldi,,Arts Council of England,UK,English,97
10522,Aria,1987,Comedy, Drama, Music,Theresa Russell, Stephanie Lane, Roy Hyatt,Robert Altman, Bruce Beresford,Robert Altman, Bruce Beresford,Lightyear Entertainment,UK,"Italian, French, German, English",90
10527,Small Soldiers,1998,Action, Adventure, Comedy,David Cross, Jay Mohr, Alexandra Wilson,Joe Dante,,Gavin Scott, Adam Rifkin,Universal Pictures,USA,English,108
10543,Zebrahead,1992,Drama, Romance,,Michael Rapaport, Kevin Corrigan, Lois Bendler,Anthony Drazan,,Anthony Drazan,,Ixtlan,USA,English,100
10544,The Tavern,1999,Drama,,,Cameron Dye, Greg Zittel, Margaret Cho,Walter Foote,,Walter Foote,,Foote Speed Productions,USA,English,95
10551,Deterrence,1999,Drama, Thriller,,Kevin Pollak, Timothy Hutton, Sheryl Lee Ralph,Rod Lurie,,Rod Lurie,,Battleplan Productions,"France, USA",English,104
10555,Masti,2004,Comedy, Crime, Mystery,Aftab Shivdasani, Vivek Oberoi, Riteish Deshmukh,Indra Kumar,,Milap Zaveri, Tushar Hiranandani,Maruti International,India,Hindi,166
10562,The Biggest Fan,2002,Drama,,,Kaila Amariah, Richard Moll, Cindy Williams,Michael Criscione, Michael Meyer,Michael Criscione, LeeAnn Kemp,One Chance Productions Inc.,USA,English,93
10571,Shooters,2002,Action, Crime, Drama,Adrian Dunbar, Andrew Howard, Louis Dempsey,Glenn Durfort, Colin Teague,Louis Dempsey, Andrew Howard,Catapult Productions,"UK, Netherlands, USA",English,95
10582,Oldboy,2003,Action, Drama, Mystery,Min-sik Choi, Ji-Tae Yoo, Hye-jeong Kang,Chan-wook Park,,Garon Tsuchiya, Nobuaki Minegishi,Egg Films,South Korea,Korean,120
10585,Duplicate,1998,Action, Comedy, Crime,Shah Rukh Khan, Juhi Chawla, Sonali Bendre,Mahesh Bhatt,,Robin Bhatt, Akash Khurana,Dharma Productions,India,Hindi,164
10588,Fear X,2003,Drama, Mystery, Thriller,John Turturro, Deborah Kara Unger, Stephen Eric McIntyre,Nicolas Winding Refn,,Nicolas Winding Refn, Hubert Selby Jr.,American Entertainment Investors,"Denmark, Canada, UK, Brazil",English,91
10591,Stardom,2000,Drama, Comedy,,Jessica Paré, Victoria Snow, Jessica Mackenzie,Denys Arcand,,Denys Arcand, Jacob Potashnik,Alliance Atlantis Communications,"France, Canada","English, French",100
10608,Trick,1999,Comedy, Music, Romance,Tori Spelling, Christian Campbell, John Paul Pitoc,Jim Fall,,Jason Schafer,,Good Machine,USA,English,89
10610,Desert Saints,2002,Action, Romance, Thriller,Brent Roam, Shawn Woods, Christopher Bersh,Richard Greenberg,,Richard Greenberg, Wally Nichols,City Heat Productions,USA,"English, Latin",88
10624,Savior,1998,Drama, War,,Nastassja Kinski, Pascal Rollin, Catlin Foster,Predrag Antonijevic,,Robert Orr,,Initial Entertainment Group (IEG),USA,"English, Serbian, French",103
10625,Windtalkers,2002,Action, Drama, War,Nicolas Cage, Adam Beach, Peter Stormare,John Woo,,John Rice, Joe Batteer,Metro-Goldwyn-Mayer (MGM),USA,"English, Navajo, Japanese",134
10662,Akira,1988,Animation, Action, Sci-Fi,Mitsuo Iwata, Nozomu Sasaki, Mami Koyama,Katsuhiro Ôtomo,,Katsuhiro Ôtomo, Izô Hashimoto,Akira Committee Company Ltd.,Japan,Japanese,124
10673,Hot Shots!,1991,Action, Comedy,,Charlie Sheen, Cary Elwes, Valeria Golino,Jim Abrahams,,Jim Abrahams, Pat Proft,Twentieth Century Fox,USA,English,84
10696,Friends and Family,2001,Comedy, Crime,,Greg Lauren, Chris Gartin, Rebecca Creskoff,Kristen Coury,,Joseph Triebwasser,,Belladonna Productions,USA,"English, Italian",87
10704,RoboCop 2,1990,Action, Crime, Sci-Fi,Peter Weller, Nancy Allen, Belinda Bauer,Irvin Kershner,,Edward Neumeier, Michael Miner,Orion Pictures,USA,English,117
10708,The Long Ride Home,2003,Western,,,Randy Travis, Eric Roberts, Ernest Borgnine,Robert Marcarelli,,Vaughn Taylor, Mike Dougherty,Rising Star Entertainment,USA,"English, Latin",87
10727,Virgil Bliss,2001,Crime, Drama, Romance,Clint Jordan, Kirsten Russell, Anthony Gorman,Joe Maggio,,Joe Maggio,,Concrete Films,USA,English,93
10729,Ran,1985,Action, Drama, War,Tatsuya Nakadai, Akira Terao, Jinpachi Nezu,Akira Kurosawa,,Akira Kurosawa, Hideo Oguni,Greenwich Film Productions,"Japan, France",Japanese,162
10730,Gangs of New York,2002,Crime, Drama,,Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz,Martin Scorsese,,Jay Cocks, Jay Cocks,Miramax,"USA, Italy","English, Irish, Chinese, Latin",167
10731,Talk of Angels,1998,Drama, Romance, War,Polly Walker, Vincent Perez, Franco Nero,Nick Hamm,,Ann Guedes, Frank McGuinness,Kan Zamia-a,USA,"English, Spanish",96
10741,The Last Year,2002,Drama,,,Ron Petronicolos, Jason Sumabat, Patrick Orion Hoesterey,Jeff London,,Russ Williams,,,USA,English,107
10774,Taxi Driver,1976,Crime, Drama,,Diahnne Abbott, Frank Adu, Victor Argo,Martin Scorsese,,Paul Schrader,,Columbia Pictures,USA,"English, Spanish",114
10785,U-571,2000,Action, War,,Matthew McConaughey, Bill Paxton, Harvey Keitel,Jonathan Mostow,,Jonathan Mostow, Jonathan Mostow,Universal Pictures,"France, USA, Italy","English, German",116
10789,Second Skin,2000,Thriller,,,Natasha Henstridge, Angus Macfadyen, Liam Waite,Darrell Roodt,,John Lau,,Alliance Atlantis Communications,"Canada, South Africa, UK",English,95
10794,The Singing Forest,2003,Drama, Fantasy, Romance,Jon Sherrin, Erin Leigh Price, Eric Morris,Jorge Ameer,,Jorge Ameer,,A.J. Productions,USA,English,72
10809,Four Rooms,1995,Comedy,,,Sammi Davis, Amanda De Cadenet, Valeria Golino,Allison Anders, Alexandre Rockwell,Allison Anders, Alexandre Rockwell,Miramax,USA,English,98
10819,Moonlight and Valentino,1995,Comedy, Drama, Romance,Elizabeth Perkins, Whoopi Goldberg, Shadia Simmons,David Anspaugh,,Ellen Simon, Ellen Simon,Polygram Filmed Entertainment,"UK, USA",English,105
10846,Bamboozled,2000,Comedy, Drama, Music,Damon Wayans, Savion Glover, Jada Pinkett Smith,Spike Lee,,Spike Lee,,New Line Cinema,USA,English,135
10854,Moulin Rouge,1952,Biography, Drama, Music,José Ferrer, Zsa Zsa Gabor, Suzanne Flon,John Huston,,Pierre La Mure, Anthony Veiller,Romulus Films,UK,"English, French",119
10855,The Apocalypse,1997,Action, Sci-Fi,,Sandra Bernhard, Cameron Dye, Frank Zagarino,Hubert de La Bouillerie,,J. Reifel,,EGM Film International,USA,English,96
10863,Hollywood Ending,2002,Comedy, Romance,,Téa Leoni, Bob Dorian, Ivan Martin,Woody Allen,,Woody Allen,,DreamWorks,USA,"English, Mandarin",112
10875,Shikoku,1999,Horror, Thriller,,Yui Natsukawa, Michitaka Tsutsui, Chiaki Kuriyama,Shunichi Nagasaki,,Kunimi Manda, Takenori Sentô,Asmik Ace Entertainment,Japan,Japanese,100
10884,Damn Yankees,1958,Comedy, Musical, Romance,Tab Hunter, Gwen Verdon, Ray Walston,George Abbott, Stanley Donen,George Abbott, George Abbott,Warner Bros.,USA,English,111
10886,Waterworld,1995,Action, Adventure, Sci-Fi,Kevin Costner, Chaim Jeraffi, Rick Aviles,Kevin Reynolds,,Peter Rader, David Twohy,Universal Pictures,USA,English,135
10888,Dil,1990,Comedy, Drama, Romance,Aamir Khan, Madhuri Dixit, Saeed Jaffrey,Indra Kumar,,Rajeev Kaul, Rajeev Kaul,Maruti International,India,Hindi,172
10891,Belizaire the Cajun,1986,Drama, History, Romance,Armand Assante, Gail Youngs, Michael Schoeffling,Glen Pitre,,Glen Pitre,,Cote Blanche Productions,USA,English,103
10897,Don,1978,Action, Crime, Thriller,Amitabh Bachchan, Zeenat Aman, Pran,Chandra Barot,,Javed Akhtar, Javed Akhtar,Nariman Films,India,Hindi,175
10898,Cabiria,1914,Adventure, Drama, History,Carolina Catena, Lidia Quaranta, Gina Marangoni,Giovanni Pastrone,,Gabriele D'Annunzio, Titus Livius,Itala Film,Italy,Italian,148
10906,Cellular,2004,Action, Crime, Thriller,Caroline Aaron, Kim Basinger, Brenda Ballard,David R. Ellis,,Larry Cohen, Chris Morgan,New Line Cinema,"USA, Germany",English,94
10920,Bullitt,1968,Action, Crime, Thriller,Steve McQueen, Robert Vaughn, Jacqueline Bisset,Peter Yates,,Alan Trustman, Harry Kleiner,Solar Productions,USA,English,114
10933,Wooly Boys,2001,Comedy,,,Peter Fonda, Kris Kristofferson, Joseph Mazzello,Leszek Burzynski,,Max Enscoe, Annie DeYoung,PFG Entertainment,USA,English,99
10944,Re-Animator,1985,Comedy, Horror, Sci-Fi,Jeffrey Combs, Bruce Abbott, Barbara Crampton,Stuart Gordon,,H.P. Lovecraft, Dennis Paoli,Empire Pictures,USA,"English, German",104
10946,Pink Flamingos,1972,Comedy, Crime,,Divine, David Lochary, Mary Vivian Pearce,John Waters,,John Waters,,Dreamland,USA,English,93
10962,Rollerball,2002,Action, Sci-Fi, Sport,Chris Klein, Jean Reno, LL Cool J,John McTiernan,,William Harrison, William Harrison,Atlas Entertainment,"USA, Germany, Japan","English, Russian, French, Arabic, Korean, German, Japanese",98
10965,Blue in the Face,1995,Comedy,,,Lou Reed, Michael J. Fox, Roseanne Barr,Paul Auster, Wayne Wang,Paul Auster, Wayne Wang,Miramax,USA,English,83
